actor_id,name,kind,location,sector,employer,employees,alltag,grundversorgung,vertrag,haftung,reserve,wallet_total,positive_money,health,stress,fatigue,trust,reputation,media_literacy,integrity,pressure,productivity,capital,skills,meta
P_00008,Theo Sato,person,Earth,data_network,,0,49.64575241533062,102.56585688882204,0,0,4.39564326597798,156.60725257013064,156.60725257013064,0.024387455087076876,0.995,0.4013317231843837,1,0.8340556718846422,0.41402708310019737,0.5808928148609657,0.5056355741029919,1.1045733944740184,100.0,"{""consumption"":0.34488603612792357,""culture"":0.41082385795870036,""education"":0.599956228912242,""energy"":0.34690390314707764,""environment"":0.46764327627444785,""finance"":0.5408585604672651,""food"":0.6240532398363692,""general"":0.5279756957760482,""governance"":0.7729751055889784,""health"":0.4746512116785292,""infrastructure"":0.3251793536886898,""labor"":0.6084873343062128,""media"":0.4060157034284311,""space"":0.6903747148540652,""transport"":0.6317700950160496,""water"":0.45254856886632755}","{""education"":0.8669802500907628,""preferred_sector"":""data_network""}"
P_00009,Zoe Novak,person,Earth,media,F_00313,0,2193.8700184015734,49.97855315904209,0,0,16.600813438335102,2260.4493849989503,2260.4493849989503,0.025356163306326073,0.995,0.40772436674018275,1,0.5942541896657001,0.451336160377768,0.4902851643437837,0.33121089677028803,0.9895365342782256,100.0,"{""consumption"":1.0892767766900087,""culture"":1.0304660529987373,""education"":0.822391082810575,""energy"":0.4776774463587829,""environment"":0.6923534138999935,""finance"":0.8050090681760521,""food"":0.5954607764985382,""general"":0.8268209152571865,""governance"":0.7361294706795427,""health"":1.1614086599663886,""infrastructure"":0.7974834393413489,""labor"":0.7974232397213042,""media"":1.013849884276151,""space"":0.9346821737432958,""transport"":1.0275880172069438,""water"":0.786584063503284}","{""education"":0.5622364528673562,""preferred_sector"":""healthcare""}"
P_00010,Eva Yilmaz,person,Earth,space_ops,M_00339,0,2398.839734657484,59.27125589608218,0,0,52.88497227979946,2510.9959628333654,2510.9959628333654,0.024203516442238615,0.995,0.4401663709389986,1,0.5708500267484601,0.9245131212851525,0.3963276666572792,0.39402021761909306,1.0965956305436309,100.0,"{""consumption"":0.5765258420752064,""culture"":0.3695207551749411,""education"":0.7867684085907714,""energy"":0.7456986815310187,""environment"":0.759916114635993,""finance"":0.6995630791585944,""food"":0.8029724169782785,""general"":0.6957849700604796,""governance"":0.6340180358826717,""health"":0.39134844159735815,""infrastructure"":0.7876545167509176,""labor"":0.5817132034846012,""media"":0.7658547904354646,""space"":1.1689879942975914,""transport"":1.0156857388863179,""water"":0.5160253816446917}","{""education"":0.40377201846692395,""preferred_sector"":""media""}"
P_00011,Malik Silva,person,Moon,water_utility,F_00327,0,1352.234320245347,87.81383164219396,0,-28.305510019635484,0.0,1411.7426418679054,1440.0481518875408,0.024670338832409693,0.995,0.6039369466613875,1,0.7701272917090575,0.4061594515863233,0.5688894769788845,0.20232685350727853,0.8589820014184292,100.0,"{""consumption"":0.623597586035463,""culture"":0.6409390245878478,""education"":0.38077947819552904,""energy"":0.614015025099944,""environment"":0.373733998498829,""finance"":0.7345114316697922,""food"":0.3796988335392214,""general"":0.4846532007326978,""governance"":0.5616623972958235,""health"":0.7187095906601128,""infrastructure"":0.5254074245746518,""labor"":0.5149084273996255,""media"":0.4126880400594715,""space"":0.8667247052229593,""transport"":0.193986846322297,""water"":0.7714806213342543}","{""education"":0.7231592842508103,""preferred_sector"":""space_ops""}"
P_00012,Luis Ito,person,Earth,space_ops,,0,207.7527222759953,61.48006771509465,0,0,36.930894957082835,306.1636849481728,306.1636849481728,0.02,0.995,0.4301658842645689,1,0.7367435934163528,0.5581686814595042,0.7642489740639987,0.25544409507751537,0.8212879260955184,100.0,"{""consumption"":0.38598542689011606,""culture"":0.32170897940272775,""education"":0.16554099875099226,""energy"":0.5767045772622669,""environment"":0.09344829823786818,""finance"":0.5738366504902941,""food"":0.4152176805322372,""general"":0.33045265366438337,""governance"":0.1654441366917565,""health"":0.21669470066658017,""infrastructure"":0.6723183801636949,""labor"":0.40624881083307035,""media"":0.2345846583161158,""space"":0.9707005944111742,""transport"":0.49271600271083044,""water"":0.10184164164193124}","{""education"":0.3652230343580174,""preferred_sector"":""space_ops""}"
P_00013,Malik Patel,person,Earth,construction,F_00302,0,965.5963241156119,56.52523662928478,0,0,29.662630140626217,1051.7841908855228,1051.7841908855228,0.025849530007335107,0.995,0.41296821267352646,1,0.8392483532396169,0.571350756667608,0.6093475910965929,0.26682909281843153,1.008946307026925,100.0,"{""consumption"":0.105178406372412,""culture"":0.3541401106452097,""education"":0.2317753186960201,""energy"":0.1523131730863883,""environment"":0.6604942862227052,""finance"":0.2501156786456429,""food"":0.4722768997984277,""general"":0.21867990140881843,""governance"":0.3560047187745349,""health"":0.4398033428577134,""infrastructure"":0.793128196818386,""labor"":0.1999229781369001,""media"":0.10881268672912352,""space"":0.13398265348912172,""transport"":0.02998237031817793,""water"":0.1534763372738101}","{""education"":0.6063753426528911,""preferred_sector"":""construction""}"
P_00014,David Silva,person,Station,research,F_00320,0,2433.7932627089,57.500518591353334,0,0,37.604906218906876,2528.89868751916,2528.89868751916,0.023852429242665094,0.995,0.7283173027912554,1,0.6763701079139395,0.7021438867553841,0.8493227036529704,0.4201978787601022,0.9206998653665508,100.0,"{""consumption"":0.11085018998200967,""culture"":0.21556774165496603,""education"":0.1575770955451193,""energy"":0.43096874727940554,""environment"":0.45456514378380836,""finance"":0.4415721152578002,""food"":0.37996061637609563,""general"":0.3083071016882304,""governance"":0.41207818831625415,""health"":0.5531125416454553,""infrastructure"":0.1981471231171257,""labor"":0.3534346150863809,""media"":0.44123028850684687,""space"":0.472593837959283,""transport"":0.26963434016560583,""water"":0.2689665970101408}","{""education"":0.6608148044698547,""preferred_sector"":""healthcare""}"
P_00015,Rin Sato,person,Earth,space_ops,M_00336,0,1186.0742119056463,51.53024207871867,0,0,16.376118705795395,1253.9805726901602,1253.9805726901602,0.023547628966984237,0.995,0.4673849922090613,1,0.4969474358609712,0.27958851594999234,0.3963564664707668,0.7188114461261699,0.9535785103778504,100.0,"{""consumption"":0.3523369284794385,""culture"":0.7123431710301896,""education"":0.7149441582232187,""energy"":0.8393130547320926,""environment"":0.51239936957237,""finance"":0.18403826443006796,""food"":0.47344519458930956,""general"":0.55952246038504,""governance"":0.41673615410550646,""health"":0.5500443692523728,""infrastructure"":0.5902156976975886,""labor"":0.7243420915473683,""media"":0.6749332710738267,""space"":1.1959983251707802,""transport"":0.7358017330982264,""water"":0.7160783283185815}","{""education"":0.27781167446887567,""preferred_sector"":""energy""}"
P_00016,Aiko Singh,person,Earth,healthcare,F_00313,0,793.055499808037,55.454846343366,0,0,45.253992243571574,893.7643383949745,893.7643383949745,0.02,0.995,0.3837538357523408,1,0.7172546131222812,0.5758309424798917,0.8390289186333255,0.2531992988334272,1.1566074317083201,100.0,"{""consumption"":0.3008246962631805,""culture"":0.15624212062972373,""education"":0.4039019234382385,""energy"":0.3778048140870175,""environment"":0.404735212452059,""finance"":0.46952079275289393,""food"":0.45865194815503735,""general"":0.309911192315403,""governance"":0.22124707023447238,""health"":0.6368766525614858,""infrastructure"":0.1727491749261397,""labor"":0.18110366026755223,""media"":0.23610851228484353,""space"":0.2625443091736255,""transport"":0.4551984361672552,""water"":0.39511671423410927}","{""education"":0.49513680781097996,""preferred_sector"":""healthcare""}"
P_00017,Luis Sato,person,Earth,mining,,0,207.86128366815657,56.23084047506039,0,0,33.95595332203895,298.0480774652559,298.0480774652559,0.02,0.995,0.39560559576875276,1,0.6053039210106476,0.5128723947983213,0.6608540565778113,0.1973851940122708,0.9856329540525922,100.0,"{""consumption"":0.28629539371808765,""culture"":0.2001784738400482,""education"":0.49330011494173104,""energy"":0.3806299623384223,""environment"":0.25553333853076,""finance"":0.46628465406648784,""food"":0.6122139139835657,""general"":0.36236958335269687,""governance"":0.27934089070368595,""health"":0.2749664934391938,""infrastructure"":0.5532037333123998,""labor"":0.5267991388056675,""media"":0.2703474911966811,""space"":0.3258240642099817,""transport"":0.5574578699720656,""water"":0.3101123051753624}","{""education"":0.6617698183051773,""preferred_sector"":""mining""}"
P_00018,Tariq Ito,person,Earth,logistics,,0,173.66444933284347,57.14068297156966,0,0,19.50085007332557,250.3059823777387,250.3059823777387,0.02,0.995,0.35421482326905857,1,0.6208292762213403,0.7027690823097436,0.504492675002139,0.18013063172325727,0.7457377132029829,100.0,"{""consumption"":0.2773066373237695,""culture"":0.25014661064344484,""education"":0.07135793341109117,""energy"":0.26976789580236343,""environment"":0.3427897165119359,""finance"":0.2736443352820871,""food"":0.26856893462656717,""general"":0.3096954055616319,""governance"":0.4118134096003472,""health"":0.26726911926590274,""infrastructure"":0.13104025344361128,""labor"":0.08351279848210527,""media"":0.02,""space"":0.6202126951071092,""transport"":0.9161928606949912,""water"":0.1447124935135734}","{""education"":0.46718377879169526,""preferred_sector"":""logistics""}"
P_00019,Nia Weber,person,Earth,construction,F_00303,0,536.9362787108197,27.85411530603632,0,0,7.17328447530317,571.9636784921591,571.9636784921591,0.02508148553649163,0.995,0.44351679446867204,1,0.707280969049515,0.6825547673793672,0.7038767380727009,0.5309630972797447,0.7602994955889839,100.0,"{""consumption"":0.5128106242419901,""culture"":0.6026984441129241,""education"":0.4132660485336035,""energy"":0.37009813711762407,""environment"":0.24785253232287274,""finance"":0.2907765926995283,""food"":0.4957679105964134,""general"":0.4832006977296971,""governance"":0.6860870756078253,""health"":0.724782143080311,""infrastructure"":0.6974479244491059,""labor"":0.30398060303160884,""media"":0.3356690944127252,""space"":0.5161212553601385,""transport"":0.4181626054705514,""water"":0.23844087230566885}","{""education"":0.5142778608375637,""preferred_sector"":""construction""}"
P_00020,Eva Mensah,person,Earth,water_utility,F_00303,0,1838.796958676107,24.800334705934286,0,0,29.50479361746408,1893.1020869995052,1893.1020869995052,0.023552503495126838,0.995,0.42498853131417696,1,0.8429361263273948,0.8298952742154606,0.6601102449519722,0.3521788815034569,1.0600891027960009,100.0,"{""consumption"":0.642106501784079,""culture"":0.7691013185642959,""education"":0.4183441393738382,""energy"":0.5705840558514758,""environment"":0.5516036533619858,""finance"":0.6107968667974657,""food"":0.5050184443754852,""general"":0.5907034615180414,""governance"":0.38689607748838584,""health"":0.9635389797592223,""infrastructure"":0.49015224108936645,""labor"":0.47550469108457605,""media"":0.510338981035117,""space"":0.6058073275231775,""transport"":0.6123323333062238,""water"":0.873087383643696}","{""education"":0.805578582311146,""preferred_sector"":""healthcare""}"
P_00021,Theo Sato,person,Earth,media,M_00341,0,1574.3582046586364,24.015448792342085,0,0,17.28629337562136,1615.6599468266,1615.6599468266,0.023866237580631788,0.995,0.40585044072994275,1,0.7846200847371109,0.6177823008439598,0.9444038446611704,0.12119629380681374,0.9757527935788934,100.0,"{""consumption"":0.6899034125612907,""culture"":0.472605777675115,""education"":0.5296570991981727,""energy"":0.25523199016880993,""environment"":0.5008828008164239,""finance"":0.5796622618708592,""food"":0.3790452958003697,""general"":0.550785976578962,""governance"":0.1629885795918336,""health"":0.3995269653127378,""infrastructure"":0.39424729677271214,""labor"":0.44007759415641773,""media"":0.7940459555191638,""space"":0.6570951004157742,""transport"":0.543730752294797,""water"":0.5260363142558344}","{""education"":0.35696094998419636,""preferred_sector"":""media""}"
P_00022,Iris Sato,person,Earth,water_utility,,0,129.17868799633283,38.53849878190965,0,0,57.714666131570205,225.43185290981268,225.43185290981268,0.023711884992839508,0.995,0.4030391746897522,1,1.0667389985876448,0.34586572616992195,0.5750166208657145,0.594033779228459,0.9442295644721319,100.0,"{""consumption"":0.18981571846837622,""culture"":0.28346707416443007,""education"":0.46078800603033876,""energy"":0.37086163271771777,""environment"":0.09956271725083837,""finance"":0.16518232965276455,""food"":0.5377789616681167,""general"":0.28402097673856275,""governance"":0.45615670915406603,""health"":0.23078596274102803,""infrastructure"":0.16631673034782476,""labor"":0.2238251251039034,""media"":0.32582864031092357,""space"":0.02,""transport"":0.5327992431059558,""water"":0.22605160532238122}","{""education"":0.6340480150951607,""preferred_sector"":""water_utility""}"
P_00023,Noah Ito,person,Earth,finance,,0,225.0986007422655,59.988892841470495,0,0,0.06906404688673318,285.15655763062273,285.15655763062273,0.02,0.995,0.4039722013246111,1,0.7539482319416699,0.635598882164901,0.5572544736285852,0.3043699307551832,0.8735494481927791,100.0,"{""consumption"":0.2306614080958785,""culture"":0.5547820283117595,""education"":0.48428793922997065,""energy"":0.5573795284857704,""environment"":0.17238830491735796,""finance"":0.24682386420704905,""food"":0.5628610845944897,""general"":0.3916855681688275,""governance"":0.5312832944766959,""health"":0.45952478585415946,""infrastructure"":0.35921015773701603,""labor"":0.43876925401164535,""media"":0.02259660381168167,""space"":0.40080821679565376,""transport"":0.42521426013845914,""water"":0.3901533912742886}","{""education"":0.5731903088090874,""preferred_sector"":""finance""}"
P_00024,Nia Garcia,person,Earth,energy,F_00310,0,1803.3302457079799,49.51965338466468,0,0,14.623854364508302,1867.473753457153,1867.473753457153,0.024445495391641283,0.995,0.44136426293190456,1,0.8023680601438319,0.4628539998009807,0.47395454671072534,0.306493056007219,1.2175630986280193,100.0,"{""consumption"":0.6929288168630853,""culture"":0.8893745976125279,""education"":1.1012511707214405,""energy"":1.11697342129906,""environment"":0.90762907808051,""finance"":0.8368253345655777,""food"":0.6609964033705473,""general"":0.6840094303235887,""governance"":0.9597618598751728,""health"":0.620315174902603,""infrastructure"":0.49143882213282464,""labor"":0.6124635102434554,""media"":0.649515534058197,""space"":0.5936537060835586,""transport"":0.780441443928247,""water"":0.6068621799000117}","{""education"":0.8985528666568443,""preferred_sector"":""energy""}"
P_00025,Lina Hoffmann,person,Earth,mining,,0,4.450940114670125,158.1049829979529,0,0,5.277808393221019,167.83373150584404,167.83373150584404,0.026913198630263133,0.995,0.34865478816984746,1,0.723243568151572,0.10307682344305233,0.6812091074674163,0.14966676592075676,0.9588170118888658,100.0,"{""consumption"":0.1163006401140313,""culture"":0.4345347073602551,""education"":0.02,""energy"":0.02,""environment"":0.5326784366858797,""finance"":0.07119073803614227,""food"":0.17766033916535381,""general"":0.2052658973111267,""governance"":0.14225241740286015,""health"":0.17188479552502506,""infrastructure"":0.06389503490741803,""labor"":0.19085312178056837,""media"":0.022501496646158026,""space"":0.24430930547332458,""transport"":0.21386487187430572,""water"":0.3410151760564459}","{""education"":0.5461544792649774,""preferred_sector"":""mining""}"
P_00026,Kian Novak,person,Orbit,data_network,F_00331,0,2548.3991112259764,47.153543976503045,0,0,41.063974464355,2636.6166296668343,2636.6166296668343,0.024259183748775465,0.995,0.45509233190605813,1,1.0234195743385628,0.8367130516061424,0.4464747185649175,0.4230368614786316,1.0152368371919263,100.0,"{""consumption"":0.6257958960684354,""culture"":0.3880965381076755,""education"":0.4517356659837119,""energy"":0.7713744624739989,""environment"":0.47612244109588786,""finance"":0.6888223687814217,""food"":0.5876143629205427,""general"":0.5638127735493577,""governance"":0.45418952734239454,""health"":0.44070802966202566,""infrastructure"":0.9295078422868787,""labor"":0.5031688198591814,""media"":0.8207864070820822,""space"":0.8485878554037007,""transport"":0.5519714207251631,""water"":0.5525361633411471}","{""education"":0.6212278142476491,""preferred_sector"":""media""}"
P_00027,Rin Kowalski,person,Earth,agriculture,F_00306,0,1970.690560146695,56.075395874290564,0,0,9.478537324307217,2036.2444933452925,2036.2444933452925,0.022052267991012436,0.995,0.47109459679188104,1,0.4974327643907115,0.4301828779360186,0.7321062086661483,0.40635895375673725,0.8988242611631272,100.0,"{""consumption"":0.5508490329906652,""culture"":0.9520953316147993,""education"":0.9637726022764024,""energy"":0.9318998736522126,""environment"":0.9233028988604098,""finance"":0.8327207275760828,""food"":0.9174513136830283,""general"":0.8106150241245061,""governance"":0.6518637568339122,""health"":0.8674824073581173,""infrastructure"":0.8468068878628421,""labor"":0.8926437317523697,""media"":0.9666572952825018,""space"":1.1658492372229163,""transport"":0.6987904872364741,""water"":0.9640948089666681}","{""education"":0.439880017916891,""preferred_sector"":""water_utility""}"
P_00028,Aiko Okafor,person,Earth,education,F_00307,0,1316.7298479584426,38.117995511141615,0,0,43.255702600242536,1398.1035460698267,1398.1035460698267,0.02496610720438132,0.995,0.37677864430074187,1,0.4795968545777483,0.2832951356981626,0.5774467181618386,0.16602944035373826,0.9218261598609043,100.0,"{""consumption"":0.7299768077936828,""culture"":0.35265889005187656,""education"":1.018577983711914,""energy"":0.6435759080012085,""environment"":0.8224309568125726,""finance"":0.8760489769896498,""food"":0.5676364659707208,""general"":0.6505773039285725,""governance"":0.22669723716805681,""health"":0.666864325504065,""infrastructure"":0.9704011650451528,""labor"":0.7497755702787695,""media"":0.6206141606272544,""space"":0.5120543312950895,""transport"":0.5113333501738286,""water"":0.7563894064006269}","{""education"":0.6456541750039078,""preferred_sector"":""water_utility""}"
P_00029,Aiko Ito,person,Earth,water_utility,F_00309,0,1589.3955403221146,46.685079064232376,0,0,21.946502964333984,1658.027122350681,1658.027122350681,0.023048290987707016,0.995,0.38263415226945935,1,0.53141041940646,0.5159251359428585,0.48175321494101486,0.10956434020660033,0.8955568698686092,100.0,"{""consumption"":0.5218173018195812,""culture"":0.43733383122715086,""education"":0.980343223339596,""energy"":0.7218948863769916,""environment"":0.8458153028169848,""finance"":0.7798415653638241,""food"":0.556755542201634,""general"":0.6474832156191122,""governance"":0.456018139349969,""health"":0.743392614166251,""infrastructure"":0.6353376215752158,""labor"":0.5709447497216465,""media"":0.3313143620350705,""space"":0.6202509153275528,""transport"":0.7884843789084657,""water"":0.9095085685115972}","{""education"":0.3616030542869926,""preferred_sector"":""water_utility""}"
P_00030,Juri Schmidt,person,Station,water_utility,M_00342,0,1750.5933014715895,63.56662787228093,0,0,9.271374144590101,1823.4313034884603,1823.4313034884603,0.02,0.995,0.37567276184475606,1,0.5506688521691856,0.5740642855647653,0.6683966868816901,0.2384555288518392,1.0369082312843616,100.0,"{""consumption"":0.29759986965546814,""culture"":0.4349398101222177,""education"":0.3869440820809479,""energy"":0.3292951775226255,""environment"":0.5121376219485874,""finance"":0.47495344473621537,""food"":0.15560871080288116,""general"":0.43266618123500444,""governance"":0.3684124160911858,""health"":0.4912079152408796,""infrastructure"":0.19025520247179312,""labor"":0.2741102101897008,""media"":0.6264072063443967,""space"":0.6340629408569589,""transport"":0.2526337168532146,""water"":0.31673939869277057}","{""education"":0.7073239707036707,""preferred_sector"":""media""}"
P_00031,Kian Okafor,person,Station,data_network,F_00317,0,1464.882579636394,52.13634825318375,0,0,13.979920742761887,1530.9988486323396,1530.9988486323396,0.024512983447019354,0.995,0.425261632794929,1,0.5761591760386078,0.4736699952853018,0.6355001571638204,0.09002731152016591,1.4419381922608452,100.0,"{""consumption"":0.14085296991562424,""culture"":0.2539197848039463,""education"":0.3051585782963921,""energy"":0.1741743740205804,""environment"":0.34843095301442223,""finance"":0.02,""food"":0.02,""general"":0.2088833554006212,""governance"":0.26905854996598666,""health"":0.11602001982391948,""infrastructure"":0.8415805128419133,""labor"":0.5509160585942654,""media"":0.16423720936449152,""space"":0.2688747439943158,""transport"":0.6235342142984162,""water"":0.46402111565482296}","{""education"":0.4605001165575141,""preferred_sector"":""data_network""}"
P_00032,Yara Nguyen,person,Earth,data_network,F_00305,0,1885.4705474923655,62.94936301244135,0,0,3.6495244496703494,1952.0694349544772,1952.0694349544772,0.023693031636106372,0.995,0.40624496796649207,1,0.5750227491543679,0.3653624491083023,0.6485032690443466,0.5294724763544676,1.0494253022625832,100.0,"{""consumption"":0.7981594389684094,""culture"":0.5397263419615934,""education"":0.2745144486086938,""energy"":0.5047655173570423,""environment"":0.16767260366843317,""finance"":0.4724075251740485,""food"":0.57835390078209,""general"":0.5490321384716635,""governance"":0.591981902356902,""health"":0.5058318631744052,""infrastructure"":0.38176310052683915,""labor"":0.5554008412166397,""media"":0.6402436314145216,""space"":0.5426440297061483,""transport"":0.6341509186828637,""water"":0.4347857135924579}","{""education"":0.6831064133908669,""preferred_sector"":""manufacturing""}"
P_00033,Juri Rossi,person,Earth,manufacturing,,0,225.33885196817036,47.31330032491749,0,0,15.293387788966752,287.9455400820546,287.9455400820546,0.02,0.9855845250182262,0.4338734557775488,1,0.5767825242429164,0.5777884928059096,0.7615117839364687,0.34507631943121786,1.1371115275724433,100.0,"{""consumption"":0.3844773116578959,""culture"":0.5022545757873534,""education"":0.17796089356749661,""energy"":0.25368848174220326,""environment"":0.06158291765917984,""finance"":0.060631463111760577,""food"":0.3229014154798144,""general"":0.35981107399603485,""governance"":0.09088289865787515,""health"":0.2847800423319092,""infrastructure"":0.38090857238068454,""labor"":0.21121213015378246,""media"":0.2829766591686673,""space"":0.25822047468637144,""transport"":0.3538933730180245,""water"":0.21034349919348544}","{""education"":0.35698042605064495,""preferred_sector"":""manufacturing""}"
